geography,year,topic,category,sub_category,value_description,value
West Melbourne (Residential),2011,Households: Dwellings,Number of vehicles,Four or more motor vehicles,Count of occupied private dwellings,3.0
Carlton,2016,Households: Dwellings,Number of vehicles,Three motor vehicles,Count of occupied private dwellings,66.0
Carlton,2016,Households: Dwellings,Number of vehicles,Four or more motor vehicles,Count of occupied private dwellings,35.0
Carlton,2016,Households: Dwellings,Number of vehicles,Number of motor vehicles not stated,Count of occupied private dwellings,378.0
Docklands,2016,Households: Dwellings,Number of vehicles,No motor vehicles,Count of occupied private dwellings,1755.0
Docklands,2016,Households: Dwellings,Number of vehicles,One motor vehicle,Count of occupied private dwellings,2092.0
Docklands,2016,Households: Dwellings,Number of vehicles,Four or more motor vehicles,Count of occupied private dwellings,33.0
East Melbourne,2016,Households: Dwellings,Number of vehicles,Two motor vehicles,Count of occupied private dwellings,454.0
East Melbourne,2016,Households: Dwellings,Number of vehicles,Three motor vehicles,Count of occupied private dwellings,97.0
East Melbourne,2016,Households: Dwellings,Number of vehicles,Four or more motor vehicles,Count of occupied private dwellings,17.0
Greater Melbourne,2016,Households: Dwellings,Number of vehicles,No motor vehicles,Count of occupied private dwellings,137311.0
Melbourne (CBD),2016,Households: Dwellings,Number of vehicles,No motor vehicles,Count of occupied private dwellings,11711.0
Melbourne (CBD),2016,Households: Dwellings,Number of vehicles,One motor vehicle,Count of occupied private dwellings,3369.0
Melbourne (CBD),2016,Households: Dwellings,Number of vehicles,Two motor vehicles,Count of occupied private dwellings,382.0
City of Melbourne,2016,Households: Dwellings,Number of vehicles,No motor vehicles,Count of occupied private dwellings,26466.0
City of Melbourne,2016,Households: Dwellings,Number of vehicles,One motor vehicle,Count of occupied private dwellings,21111.0
City of Melbourne,2016,Households: Dwellings,Number of vehicles,Two motor vehicles,Count of occupied private dwellings,6096.0
City of Melbourne,2016,Households: Dwellings,Number of vehicles,Three motor vehicles,Count of occupied private dwellings,902.0
North Melbourne,2016,Households: Dwellings,Number of vehicles,No motor vehicles,Count of occupied private dwellings,2293.0
North Melbourne,2016,Households: Dwellings,Number of vehicles,Number of motor vehicles not stated,Count of occupied private dwellings,251.0
Parkville,2016,Households: Dwellings,Number of vehicles,Two motor vehicles,Count of occupied private dwellings,417.0
Parkville,2016,Households: Dwellings,Number of vehicles,Three motor vehicles,Count of occupied private dwellings,91.0
South Yarra (inc. Melbourne Remainder),2016,Households: Dwellings,Number of vehicles,One motor vehicle,Count of occupied private dwellings,1448.0
Southbank,2016,Households: Dwellings,Number of vehicles,No motor vehicles,Count of occupied private dwellings,2844.0
Southbank,2016,Households: Dwellings,Number of vehicles,Three motor vehicles,Count of occupied private dwellings,74.0
Southbank,2016,Households: Dwellings,Number of vehicles,Four or more motor vehicles,Count of occupied private dwellings,12.0
West Melbourne (Residential),2016,Households: Dwellings,Number of vehicles,Number of motor vehicles not stated,Count of occupied private dwellings,68.0
Greater Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Russian Federation,Count of persons,5997.0
Greater Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Turkey,Count of persons,14861.0
Greater Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Mexico,Count of persons,1401.0
Greater Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Eritrea,Count of persons,1983.0
Greater Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Kuwait,Count of persons,1671.0
Greater Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Fiji,Count of persons,10091.0
Kensington,2016,Residents: Ethnicity,Country of birth - detailed,China (excludes SARs and Taiwan),Count of persons,397.0
Kensington,2016,Residents: Ethnicity,Country of birth - detailed,Indonesia,Count of persons,35.0
Kensington,2016,Residents: Ethnicity,Country of birth - detailed,Japan,Count of persons,56.0
Kensington,2016,Residents: Ethnicity,Country of birth - detailed,Colombia,Count of persons,33.0
Kensington,2016,Residents: Ethnicity,Country of birth - detailed,Brazil,Count of persons,24.0
Kensington,2016,Residents: Ethnicity,Country of birth - detailed,France,Count of persons,23.0
Kensington,2016,Residents: Ethnicity,Country of birth - detailed,Pakistan,Count of persons,5.0
Kensington,2016,Residents: Ethnicity,Country of birth - detailed,Eritrea,Count of persons,12.0
City of Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Canada,Count of persons,510.0
City of Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Mauritius,Count of persons,273.0
City of Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Greece,Count of persons,229.0
City of Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Poland,Count of persons,217.0
City of Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Kuwait,Count of persons,140.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,"Korea, Republic of (South)",Count of persons,126.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Philippines,Count of persons,118.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Japan,Count of persons,83.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Iran,Count of persons,69.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Germany,Count of persons,62.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Canada,Count of persons,56.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Russian Federation,Count of persons,22.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Spain,Count of persons,30.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Mexico,Count of persons,25.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Eritrea,Count of persons,83.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Egypt,Count of persons,28.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Netherlands,Count of persons,24.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Myanmar,Count of persons,20.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Sudan,Count of persons,52.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,United Arab Emirates,Count of persons,18.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Kenya,Count of persons,29.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Kuwait,Count of persons,6.0
North Melbourne,2016,Residents: Ethnicity,Country of birth - detailed,Born elsewhere,Count of persons,569.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,India,Count of persons,158.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Indonesia,Count of persons,49.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,England,Count of persons,198.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Taiwan,Count of persons,32.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Philippines,Count of persons,57.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Iran,Count of persons,62.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Germany,Count of persons,32.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,South Africa,Count of persons,46.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Chile,Count of persons,17.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Russian Federation,Count of persons,15.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Greece,Count of persons,21.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Eritrea,Count of persons,3.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Netherlands,Count of persons,16.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Sudan,Count of persons,9.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Kenya,Count of persons,7.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Fiji,Count of persons,4.0
Parkville,2016,Residents: Ethnicity,Country of birth - detailed,Not stated,Count of persons,882.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,China (excludes SARs and Taiwan),Count of persons,148.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,Vietnam,Count of persons,28.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,Italy,Count of persons,31.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,Colombia,Count of persons,23.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,Sri Lanka,Count of persons,38.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,Brazil,Count of persons,12.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,France,Count of persons,46.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,Canada,Count of persons,31.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,Scotland,Count of persons,29.0
South Yarra (inc. Melbourne Remainder),2016,Residents: Ethnicity,Country of birth - detailed,Ethiopia,Count of persons,0.0
