Age,Gender,Geography,Year,Value
Age 10-14,Total,Kensington,2029,326
Age 40-44,Total,Kensington,2029,1861
Age 50-54,Total,Kensington,2029,523
Age 55-59,Total,Kensington,2029,501
Age 70-74,Total,Kensington,2029,272
Age 80-84,Total,Kensington,2029,201
Age 10-14,Total,Kensington,2030,323
Age 25-29,Total,Kensington,2030,1738
Age 30-34,Total,Kensington,2030,2027
Age 35-39,Total,Kensington,2030,2271
Age 45-49,Total,Kensington,2030,1236
Age 50-54,Total,Kensington,2030,554
Age 55-59,Total,Kensington,2030,511
Age 25-29,Total,Kensington,2031,1662
Age 30-34,Total,Kensington,2031,2065
Age 60-64,Total,Kensington,2031,390
Age 70-74,Total,Kensington,2031,267
Age 75-79,Total,Kensington,2031,256
Age 80-84,Total,Kensington,2031,253
Age 85+,Total,Kensington,2031,75
Age 0-4,Total,Kensington,2032,1346
Age 10-14,Total,Kensington,2032,427
Age 20-24,Total,Kensington,2032,741
Age 30-34,Total,Kensington,2032,2135
Age 50-54,Total,Kensington,2032,615
Age 55-59,Total,Kensington,2032,562
Age 65-69,Total,Kensington,2032,297
Age 75-79,Total,Kensington,2032,250
Age 0-4,Total,Kensington,2033,1371
Age 20-24,Total,Kensington,2033,724
Age 35-39,Total,Kensington,2033,2262
Age 70-74,Total,Kensington,2033,271
Age 85+,Total,Kensington,2033,98
Age 0-4,Total,Kensington,2034,1362
Age 10-14,Total,Kensington,2034,560
Age 15-19,Total,Kensington,2034,183
Age 25-29,Total,Kensington,2034,1718
Age 30-34,Total,Kensington,2034,2066
Age 45-49,Total,Kensington,2034,1639
Age 65-69,Total,Kensington,2034,294
Age 75-79,Total,Kensington,2034,252
Age 85+,Total,Kensington,2034,109
Age 5-9,Total,Kensington,2035,1205
Age 20-24,Total,Kensington,2035,672
Age 25-29,Total,Kensington,2035,1705
Age 35-39,Total,Kensington,2035,2092
Age 55-59,Total,Kensington,2035,602
Age 10-14,Total,Kensington,2036,699
Age 15-19,Total,Kensington,2036,182
Age 20-24,Total,Kensington,2036,656
Age 25-29,Total,Kensington,2036,1670
Age 45-49,Total,Kensington,2036,1757
Age 15-19,Total,Kensington,2037,208
Age 25-29,Total,Kensington,2037,1614
Age 55-59,Total,Kensington,2037,642
Age 75-79,Total,Kensington,2037,234
Age 80-84,Total,Kensington,2037,220
Age 50-54,Total,Kensington,2038,969
Age 85+,Total,Kensington,2038,147
Age 0-4,Total,Kensington,2039,1299
Age 15-19,Total,Kensington,2039,251
Age 20-24,Total,Kensington,2039,633
Age 25-29,Total,Kensington,2039,1528
Age 40-44,Total,Kensington,2039,2370
Age 60-64,Total,Kensington,2039,457
Age 65-69,Total,Kensington,2039,287
Age 70-74,Total,Kensington,2039,245
Age 10-14,Total,Kensington,2040,811
Age 30-34,Total,Kensington,2040,1900
Age 35-39,Total,Kensington,2040,1993
Age 40-44,Total,Kensington,2040,2302
Age 55-59,Total,Kensington,2040,829
Age 85+,Total,Kensington,2040,160
Age 0-4,Total,Kensington,2041,1274
Age 10-14,Total,Kensington,2041,818
Age 15-19,Total,Kensington,2041,269
Age 35-39,Total,Kensington,2041,1853
Age 55-59,Total,Kensington,2041,906
Age 75-79,Total,Kensington,2041,220
Age 0-4,Total,Melbourne (CBD),2021,708
Age 10-14,Total,Melbourne (CBD),2021,209
Age 20-24,Total,Melbourne (CBD),2021,13606
Age 70-74,Total,Melbourne (CBD),2021,417
Age 80-84,Total,Melbourne (CBD),2021,114
Age 5-9,Total,Melbourne (CBD),2022,329
Age 25-29,Total,Melbourne (CBD),2022,10939
Age 30-34,Total,Melbourne (CBD),2022,6379
Age 70-74,Total,Melbourne (CBD),2022,457
Age 5-9,Total,Melbourne (CBD),2023,338
Age 10-14,Total,Melbourne (CBD),2023,199
Age 20-24,Total,Melbourne (CBD),2023,12501
Age 30-34,Total,Melbourne (CBD),2023,6964
Age 40-44,Total,Melbourne (CBD),2023,1823
Age 50-54,Total,Melbourne (CBD),2023,952
Age 70-74,Total,Melbourne (CBD),2023,490
Age 0-4,Total,Melbourne (CBD),2024,1113
Age 10-14,Total,Melbourne (CBD),2024,205
Age 15-19,Total,Melbourne (CBD),2024,3026
Age 35-39,Total,Melbourne (CBD),2024,4013
Age 40-44,Total,Melbourne (CBD),2024,2091
Age 55-59,Total,Melbourne (CBD),2024,918
Age 65-69,Total,Melbourne (CBD),2024,557
Age 75-79,Total,Melbourne (CBD),2024,297
Age 80-84,Total,Melbourne (CBD),2024,152
Age 5-9,Total,Melbourne (CBD),2025,369
Age 10-14,Total,Melbourne (CBD),2025,199
Age 30-34,Total,Melbourne (CBD),2025,8406
Age 45-49,Total,Melbourne (CBD),2025,1605
Age 60-64,Total,Melbourne (CBD),2025,738
Age 65-69,Total,Melbourne (CBD),2025,573
Age 85+,Total,Melbourne (CBD),2025,118
Age 0-4,Total,Melbourne (CBD),2026,1420
Age 5-9,Total,Melbourne (CBD),2026,405
Age 20-24,Total,Melbourne (CBD),2026,13478
Age 30-34,Total,Melbourne (CBD),2026,9032
Age 70-74,Total,Melbourne (CBD),2026,536
Age 80-84,Total,Melbourne (CBD),2026,198
Age 85+,Total,Melbourne (CBD),2026,127
Age 10-14,Total,Melbourne (CBD),2027,219
Age 25-29,Total,Melbourne (CBD),2027,13462
Age 45-49,Total,Melbourne (CBD),2027,1942
Age 50-54,Total,Melbourne (CBD),2027,1270
Age 55-59,Total,Melbourne (CBD),2027,992
Age 75-79,Total,Melbourne (CBD),2027,496
Age 0-4,Total,Melbourne (CBD),2028,1651
Age 5-9,Total,Melbourne (CBD),2028,602
Age 15-19,Total,Melbourne (CBD),2028,4231
Age 60-64,Total,Melbourne (CBD),2028,816
Age 65-69,Total,Melbourne (CBD),2028,620
Age 75-79,Total,Melbourne (CBD),2028,528
Age 0-4,Total,Melbourne (CBD),2029,1760
Age 5-9,Total,Melbourne (CBD),2029,701
Age 15-19,Total,Melbourne (CBD),2029,4224
Age 25-29,Total,Melbourne (CBD),2029,14111
Age 40-44,Total,Melbourne (CBD),2029,3838
Age 55-59,Total,Melbourne (CBD),2029,1098
Age 80-84,Total,Melbourne (CBD),2029,383
Age 0-4,Total,Melbourne (CBD),2030,1866
Age 20-24,Total,Melbourne (CBD),2030,17110
Age 25-29,Total,Melbourne (CBD),2030,14256
Age 55-59,Total,Melbourne (CBD),2030,1149
Age 65-69,Total,Melbourne (CBD),2030,622
Age 70-74,Total,Melbourne (CBD),2030,616
Age 75-79,Total,Melbourne (CBD),2030,554
Age 10-14,Total,Melbourne (CBD),2031,242
Age 25-29,Total,Melbourne (CBD),2031,14269
Age 30-34,Total,Melbourne (CBD),2031,10186
Age 65-69,Total,Melbourne (CBD),2031,664
Age 75-79,Total,Melbourne (CBD),2031,578
Age 5-9,Total,Melbourne (CBD),2032,977
Age 20-24,Total,Melbourne (CBD),2032,17482
Age 25-29,Total,Melbourne (CBD),2032,14914
Age 45-49,Total,Melbourne (CBD),2032,3513
Age 60-64,Total,Melbourne (CBD),2032,902
Age 65-69,Total,Melbourne (CBD),2032,656
Age 70-74,Total,Melbourne (CBD),2032,633
Age 75-79,Total,Melbourne (CBD),2032,585
Age 0-4,Total,Melbourne (CBD),2033,2160
Age 5-9,Total,Melbourne (CBD),2033,1045
Age 10-14,Total,Melbourne (CBD),2033,385
Age 25-29,Total,Melbourne (CBD),2033,15548
Age 40-44,Total,Melbourne (CBD),2033,5329
Age 50-54,Total,Melbourne (CBD),2033,2037
Age 60-64,Total,Melbourne (CBD),2033,931
Age 70-74,Total,Melbourne (CBD),2033,640
Age 0-4,Total,Melbourne (CBD),2034,2229
Age 25-29,Total,Melbourne (CBD),2034,16104
Age 50-54,Total,Melbourne (CBD),2034,2234
Age 85+,Total,Melbourne (CBD),2034,336
Age 20-24,Total,Melbourne (CBD),2035,17262
Age 40-44,Total,Melbourne (CBD),2035,6229
Age 80-84,Total,Melbourne (CBD),2035,631
Age 0-4,Total,Melbourne (CBD),2036,2351
Age 60-64,Total,Melbourne (CBD),2036,1054
Age 70-74,Total,Melbourne (CBD),2036,671
Age 75-79,Total,Melbourne (CBD),2036,631
Age 80-84,Total,Melbourne (CBD),2036,650
Age 5-9,Total,Melbourne (CBD),2037,1352
Age 10-14,Total,Melbourne (CBD),2037,673
Age 15-19,Total,Melbourne (CBD),2037,4280
Age 30-34,Total,Melbourne (CBD),2037,10902
Age 45-49,Total,Melbourne (CBD),2037,5233
Age 75-79,Total,Melbourne (CBD),2037,648
Age 0-4,Total,Melbourne (CBD),2038,2481
Age 15-19,Total,Melbourne (CBD),2038,4490
Age 20-24,Total,Melbourne (CBD),2038,17300
Age 30-34,Total,Melbourne (CBD),2038,11263
Age 75-79,Total,Melbourne (CBD),2038,664
Age 80-84,Total,Melbourne (CBD),2038,674
Age 10-14,Total,Melbourne (CBD),2039,776
Age 25-29,Total,Melbourne (CBD),2039,16298
Age 35-39,Total,Melbourne (CBD),2039,7905
Age 65-69,Total,Melbourne (CBD),2039,765
Age 70-74,Total,Melbourne (CBD),2039,698
Age 80-84,Total,Melbourne (CBD),2039,701
Age 15-19,Total,Melbourne (CBD),2040,4938
Age 25-29,Total,Melbourne (CBD),2040,16122
Age 65-69,Total,Melbourne (CBD),2040,792
Age 70-74,Total,Melbourne (CBD),2040,693
Age 85+,Total,Melbourne (CBD),2040,593
Age 5-9,Total,Melbourne (CBD),2041,1601
Age 10-14,Total,Melbourne (CBD),2041,882
Age 15-19,Total,Melbourne (CBD),2041,5196
Age 20-24,Total,Melbourne (CBD),2041,17663
Age 40-44,Total,Melbourne (CBD),2041,6895
Age 45-49,Total,Melbourne (CBD),2041,6969
Age 50-54,Total,Melbourne (CBD),2041,4236
Age 55-59,Total,Melbourne (CBD),2041,2862
Age 70-74,Total,Melbourne (CBD),2041,699
Age 85+,Total,Melbourne (CBD),2041,638
Age 0-4,Total,Melbourne (Remainder),2021,59
Age 15-19,Total,Melbourne (Remainder),2021,60
Age 35-39,Total,Melbourne (Remainder),2021,323
Age 65-69,Total,Melbourne (Remainder),2021,268
Age 75-79,Total,Melbourne (Remainder),2021,109
Age 5-9,Total,Melbourne (Remainder),2022,38
Age 10-14,Total,Melbourne (Remainder),2022,36
Age 20-24,Total,Melbourne (Remainder),2022,221
Age 35-39,Total,Melbourne (Remainder),2022,345
Age 40-44,Total,Melbourne (Remainder),2022,250
Age 50-54,Total,Melbourne (Remainder),2022,135
Age 75-79,Total,Melbourne (Remainder),2022,140
Age 80-84,Total,Melbourne (Remainder),2022,60
Age 85+,Total,Melbourne (Remainder),2022,45
Age 5-9,Total,Melbourne (Remainder),2023,38
Age 20-24,Total,Melbourne (Remainder),2023,195
Age 50-54,Total,Melbourne (Remainder),2023,136
Age 60-64,Total,Melbourne (Remainder),2023,213
Age 70-74,Total,Melbourne (Remainder),2023,239
Age 80-84,Total,Melbourne (Remainder),2023,59
Age 85+,Total,Melbourne (Remainder),2023,47
Age 5-9,Total,Melbourne (Remainder),2024,36
Age 25-29,Total,Melbourne (Remainder),2024,345
Age 30-34,Total,Melbourne (Remainder),2024,497
Age 35-39,Total,Melbourne (Remainder),2024,400
Age 40-44,Total,Melbourne (Remainder),2024,301
Age 60-64,Total,Melbourne (Remainder),2024,211
Age 75-79,Total,Melbourne (Remainder),2024,197
Age 80-84,Total,Melbourne (Remainder),2024,68
Age 20-24,Total,Melbourne (Remainder),2025,198
Age 25-29,Total,Melbourne (Remainder),2025,354
Age 45-49,Total,Melbourne (Remainder),2025,129
Age 50-54,Total,Melbourne (Remainder),2025,149
Age 55-59,Total,Melbourne (Remainder),2025,153
Age 70-74,Total,Melbourne (Remainder),2025,246
Age 0-4,Total,Melbourne (Remainder),2026,100
Age 15-19,Total,Melbourne (Remainder),2026,67
Age 20-24,Total,Melbourne (Remainder),2026,197
Age 30-34,Total,Melbourne (Remainder),2026,565
Age 55-59,Total,Melbourne (Remainder),2026,146
Age 60-64,Total,Melbourne (Remainder),2026,213
Age 70-74,Total,Melbourne (Remainder),2026,239
Age 85+,Total,Melbourne (Remainder),2026,53
Age 0-4,Total,Melbourne (Remainder),2027,106
Age 5-9,Total,Melbourne (Remainder),2027,41
Age 5-9,Total,Melbourne (Remainder),2028,45
Age 10-14,Total,Melbourne (Remainder),2028,31
Age 75-79,Total,Melbourne (Remainder),2028,286
Age 20-24,Total,Melbourne (Remainder),2029,226
Age 30-34,Total,Melbourne (Remainder),2029,548
Age 45-49,Total,Melbourne (Remainder),2029,177
Age 70-74,Total,Melbourne (Remainder),2029,234
Age 80-84,Total,Melbourne (Remainder),2029,120
Age 20-24,Total,Melbourne (Remainder),2030,230
Age 25-29,Total,Melbourne (Remainder),2030,395
Age 40-44,Total,Melbourne (Remainder),2030,525
Age 45-49,Total,Melbourne (Remainder),2030,199
Age 55-59,Total,Melbourne (Remainder),2030,160
Age 60-64,Total,Melbourne (Remainder),2030,209
Age 10-14,Total,Melbourne (Remainder),2031,27
Age 55-59,Total,Melbourne (Remainder),2031,164
Age 65-69,Total,Melbourne (Remainder),2031,255
Age 80-84,Total,Melbourne (Remainder),2031,160
Age 30-34,Total,Melbourne (Remainder),2032,589
Age 80-84,Total,Melbourne (Remainder),2032,172
Age 0-4,Total,Melbourne (Remainder),2033,132
Age 5-9,Total,Melbourne (Remainder),2033,81
Age 65-69,Total,Melbourne (Remainder),2033,251
Age 80-84,Total,Melbourne (Remainder),2033,183
Age 85+,Total,Melbourne (Remainder),2033,98
Age 0-4,Total,Melbourne (Remainder),2034,130
Age 5-9,Total,Melbourne (Remainder),2034,83
Age 25-29,Total,Melbourne (Remainder),2034,392
Age 30-34,Total,Melbourne (Remainder),2034,565
Age 35-39,Total,Melbourne (Remainder),2034,588
Age 55-59,Total,Melbourne (Remainder),2034,183
Age 60-64,Total,Melbourne (Remainder),2034,211
Age 80-84,Total,Melbourne (Remainder),2034,172
Age 0-4,Total,Melbourne (Remainder),2035,129
Age 20-24,Total,Melbourne (Remainder),2035,205
Age 45-49,Total,Melbourne (Remainder),2035,279
Age 50-54,Total,Melbourne (Remainder),2035,273
Age 65-69,Total,Melbourne (Remainder),2035,243
Age 35-39,Total,Melbourne (Remainder),2036,569
Age 65-69,Total,Melbourne (Remainder),2036,238
Age 75-79,Total,Melbourne (Remainder),2036,268
Age 0-4,Total,Melbourne (Remainder),2037,126
Age 5-9,Total,Melbourne (Remainder),2037,86
Age 30-34,Total,Melbourne (Remainder),2037,517
Age 50-54,Total,Melbourne (Remainder),2037,316
Age 65-69,Total,Melbourne (Remainder),2037,229
Age 10-14,Total,Melbourne (Remainder),2038,66
Age 15-19,Total,Melbourne (Remainder),2038,64
Age 20-24,Total,Melbourne (Remainder),2038,190
Age 30-34,Total,Melbourne (Remainder),2038,525
Age 40-44,Total,Melbourne (Remainder),2038,669
Age 50-54,Total,Melbourne (Remainder),2038,336
Age 65-69,Total,Melbourne (Remainder),2038,229
Age 5-9,Total,Melbourne (Remainder),2039,86
Age 10-14,Total,Melbourne (Remainder),2039,67
Age 15-19,Total,Melbourne (Remainder),2039,67
Age 20-24,Total,Melbourne (Remainder),2039,187
Age 40-44,Total,Melbourne (Remainder),2039,649
Age 50-54,Total,Melbourne (Remainder),2039,354
Age 55-59,Total,Melbourne (Remainder),2039,232
Age 75-79,Total,Melbourne (Remainder),2039,248
Age 0-4,Total,Melbourne (Remainder),2040,123
Age 5-9,Total,Melbourne (Remainder),2040,86
Age 30-34,Total,Melbourne (Remainder),2040,523
Age 40-44,Total,Melbourne (Remainder),2040,625
Age 45-49,Total,Melbourne (Remainder),2040,362
Age 5-9,Total,Melbourne (Remainder),2041,84
Age 10-14,Total,Melbourne (Remainder),2041,69
Age 30-34,Total,Melbourne (Remainder),2041,507
Age 35-39,Total,Melbourne (Remainder),2041,503
Age 55-59,Total,Melbourne (Remainder),2041,278
Age 65-69,Total,Melbourne (Remainder),2041,240
Age 70-74,Total,Melbourne (Remainder),2041,194
Age 75-79,Total,Melbourne (Remainder),2041,239
Age 85+,Total,Melbourne (Remainder),2041,165
Age 5-9,Total,North Melbourne,2021,499
Age 20-24,Total,North Melbourne,2021,2971
Age 70-74,Total,North Melbourne,2021,335
Age 75-79,Total,North Melbourne,2021,92
Age 85+,Total,North Melbourne,2021,32
Age 0-4,Total,North Melbourne,2022,529
Age 15-19,Total,North Melbourne,2022,582
Age 30-34,Total,North Melbourne,2022,2034
Age 40-44,Total,North Melbourne,2022,1076
Age 5-9,Total,North Melbourne,2023,473
Age 30-34,Total,North Melbourne,2023,2137
Age 0-4,Total,North Melbourne,2024,649
Age 30-34,Total,North Melbourne,2024,2285
Age 35-39,Total,North Melbourne,2024,1682
Age 45-49,Total,North Melbourne,2024,807
Age 50-54,Total,North Melbourne,2024,628
Age 55-59,Total,North Melbourne,2024,478
Age 60-64,Total,North Melbourne,2024,454
Age 70-74,Total,North Melbourne,2024,423
Age 80-84,Total,North Melbourne,2024,123
Age 30-34,Total,North Melbourne,2025,2490
Age 50-54,Total,North Melbourne,2025,669
Age 65-69,Total,North Melbourne,2025,439
Age 70-74,Total,North Melbourne,2025,434
Age 25-29,Total,North Melbourne,2026,3356
Age 40-44,Total,North Melbourne,2026,1774
Age 60-64,Total,North Melbourne,2026,471
Age 80-84,Total,North Melbourne,2026,139
Age 0-4,Total,North Melbourne,2027,917
Age 5-9,Total,North Melbourne,2027,625
Age 15-19,Total,North Melbourne,2027,816
Age 30-34,Total,North Melbourne,2027,2771
Age 45-49,Total,North Melbourne,2027,1042
Age 65-69,Total,North Melbourne,2027,442
Age 80-84,Total,North Melbourne,2027,163
Age 30-34,Total,North Melbourne,2028,2834
Age 45-49,Total,North Melbourne,2028,1164
Age 55-59,Total,North Melbourne,2028,539
Age 60-64,Total,North Melbourne,2028,472
Age 65-69,Total,North Melbourne,2028,439
Age 85+,Total,North Melbourne,2028,51
Age 10-14,Total,North Melbourne,2029,453
Age 25-29,Total,North Melbourne,2029,3755
Age 35-39,Total,North Melbourne,2029,2667
Age 50-54,Total,North Melbourne,2029,869
Age 55-59,Total,North Melbourne,2029,561
Age 65-69,Total,North Melbourne,2029,441
Age 75-79,Total,North Melbourne,2029,286
Age 80-84,Total,North Melbourne,2029,232
Age 10-14,Total,North Melbourne,2030,483
Age 55-59,Total,North Melbourne,2030,587
Age 80-84,Total,North Melbourne,2030,278
Age 0-4,Total,North Melbourne,2031,1139
Age 50-54,Total,North Melbourne,2031,1004
Age 75-79,Total,North Melbourne,2031,295
Age 0-4,Total,North Melbourne,2032,1185
Age 10-14,Total,North Melbourne,2032,669
Age 20-24,Total,North Melbourne,2032,3698
Age 5-9,Total,North Melbourne,2033,1250
Age 75-79,Total,North Melbourne,2033,309
Age 0-4,Total,North Melbourne,2034,1279
Age 5-9,Total,North Melbourne,2034,1332
Age 35-39,Total,North Melbourne,2034,2969
Age 60-64,Total,North Melbourne,2034,576
Age 75-79,Total,North Melbourne,2034,355
Age 25-29,Total,North Melbourne,2035,4167
Age 35-39,Total,North Melbourne,2035,2972
Age 40-44,Total,North Melbourne,2035,3711
Age 65-69,Total,North Melbourne,2035,547
Age 35-39,Total,North Melbourne,2036,3094
Age 60-64,Total,North Melbourne,2036,703
Age 65-69,Total,North Melbourne,2036,589
Age 80-84,Total,North Melbourne,2036,442
Age 85+,Total,North Melbourne,2036,169
Age 10-14,Total,North Melbourne,2037,1501
Age 30-34,Total,North Melbourne,2037,3170
Age 40-44,Total,North Melbourne,2037,3846
Age 45-49,Total,North Melbourne,2037,2728
Age 60-64,Total,North Melbourne,2037,799
Age 80-84,Total,North Melbourne,2037,465
Age 0-4,Total,North Melbourne,2038,1504
Age 5-9,Total,North Melbourne,2038,1685
Age 35-39,Total,North Melbourne,2038,3305
Age 50-54,Total,North Melbourne,2038,2199
Age 65-69,Total,North Melbourne,2038,716
Age 70-74,Total,North Melbourne,2038,657
Age 80-84,Total,North Melbourne,2038,512
Age 15-19,Total,North Melbourne,2039,1372
Age 20-24,Total,North Melbourne,2039,3719
Age 40-44,Total,North Melbourne,2039,3863
Age 55-59,Total,North Melbourne,2039,1395
Age 75-79,Total,North Melbourne,2039,563
Age 85+,Total,North Melbourne,2039,233
Age 5-9,Total,North Melbourne,2040,1808
Age 10-14,Total,North Melbourne,2040,1857
Age 25-29,Total,North Melbourne,2040,4072
Age 35-39,Total,North Melbourne,2040,3256
Age 55-59,Total,North Melbourne,2040,1597
Age 70-74,Total,North Melbourne,2040,757
Age 80-84,Total,North Melbourne,2040,560
Age 5-9,Total,North Melbourne,2041,1862
Age 55-59,Total,North Melbourne,2041,1834
Age 65-69,Total,North Melbourne,2041,929
Age 85+,Total,North Melbourne,2041,273
Age 0-4,Total,Parkville,2021,260
Age 25-29,Total,Parkville,2021,1323
Age 30-34,Total,Parkville,2021,797
Age 40-44,Total,Parkville,2021,220
Age 45-49,Total,Parkville,2021,191
Age 50-54,Total,Parkville,2021,250
Age 65-69,Total,Parkville,2021,176
Age 75-79,Total,Parkville,2021,99
Age 85+,Total,Parkville,2021,75
Age 5-9,Total,Parkville,2022,156
Age 15-19,Total,Parkville,2022,923
Age 20-24,Total,Parkville,2022,1881
Age 35-39,Total,Parkville,2022,568
Age 40-44,Total,Parkville,2022,239
Age 60-64,Total,Parkville,2022,217
Age 65-69,Total,Parkville,2022,173
Age 5-9,Total,Parkville,2023,158
Age 10-14,Total,Parkville,2023,176
Age 35-39,Total,Parkville,2023,625
Age 50-54,Total,Parkville,2023,255
Age 55-59,Total,Parkville,2023,204
Age 65-69,Total,Parkville,2023,175
Age 70-74,Total,Parkville,2023,216
Age 0-4,Total,Parkville,2024,364
Age 5-9,Total,Parkville,2024,153
Age 25-29,Total,Parkville,2024,1249
Age 55-59,Total,Parkville,2024,209
Age 60-64,Total,Parkville,2024,215
Age 65-69,Total,Parkville,2024,181
Age 80-84,Total,Parkville,2024,90
Age 5-9,Total,Parkville,2025,164
Age 30-34,Total,Parkville,2025,1038
Age 45-49,Total,Parkville,2025,246
Age 55-59,Total,Parkville,2025,211
Age 85+,Total,Parkville,2025,92
Age 0-4,Total,Parkville,2026,458
Age 20-24,Total,Parkville,2026,1777
Age 80-84,Total,Parkville,2026,99
Age 0-4,Total,Parkville,2027,481
Age 20-24,Total,Parkville,2027,1915
Age 25-29,Total,Parkville,2027,1416
Age 30-34,Total,Parkville,2027,1065
Age 35-39,Total,Parkville,2027,835
Age 70-74,Total,Parkville,2027,213
Age 80-84,Total,Parkville,2027,116
Age 10-14,Total,Parkville,2028,153
Age 20-24,Total,Parkville,2028,2043
Age 25-29,Total,Parkville,2028,1426
Age 60-64,Total,Parkville,2028,216
Age 65-69,Total,Parkville,2028,174
Age 80-84,Total,Parkville,2028,137
Age 5-9,Total,Parkville,2029,254
Age 10-14,Total,Parkville,2029,145
